route_id,school_id,school_name,bus_id,driver_id,date,year,month,day,day_of_week,is_weekend,season,hour,minute,is_peak_hour,num_stops,total_distance_km,total_students,students_per_stop,avg_distance_per_stop,route_zone,route_complexity_score,road_type,road_quality_score,traffic_conditions,weather,temperature_celsius,driver_experience_years,driver_age,bus_age_years,bus_capacity,bus_maintenance_score,occupancy_rate,school_lat,school_lon,avg_stop_lat,avg_stop_lon,total_time_minutes,avg_speed_kmh,time_per_stop_minutes,time_per_km_minutes
ROUTE_00220,SCH_001,International School A,BUS_010,DRV_004,2024-02-24,2024,2,24,5,1,winter,7,56,1,5,66.868,40,8.0,13.374,Zone_A,100.0,local_road,3.43,free_flow,cloudy,27.2,17,30,10,50,3.0,0.8,3.15,101.68,3.1348,101.7046,209.58,19.14,41.92,3.13
ROUTE_00221,SCH_003,Private School C,BUS_005,DRV_030,2024-07-26,2024,7,26,4,0,summer,7,35,1,9,137.355,50,5.56,15.262,Zone_B,100.0,main_road,3.91,moderate,clear,33.9,18,29,7,50,4.3,1.0,3.2,101.65,3.2155,101.7184,388.03,21.24,43.11,2.83
ROUTE_00222,SCH_003,Private School C,BUS_029,DRV_010,2024-09-19,2024,9,19,3,0,monsoon,5,40,0,18,227.467,50,2.78,12.637,Zone_C,100.0,main_road,3.19,free_flow,light_rain,30.0,18,58,12,50,3.46,1.0,3.2,101.65,3.1687,101.6989,634.76,21.5,35.26,2.79
ROUTE_00223,SCH_003,Private School C,BUS_001,DRV_043,2024-07-13,2024,7,13,5,1,summer,6,9,1,10,124.023,50,5.0,12.402,Zone_D,100.0,local_road,2.95,light,clear,31.1,22,50,7,50,2.8,1.0,3.2,101.65,3.14,101.6681,436.32,17.05,43.63,3.52
ROUTE_00224,SCH_001,International School A,BUS_024,DRV_046,2024-09-25,2024,9,25,2,0,monsoon,7,1,1,9,89.042,50,5.56,9.894,Zone_E,100.0,highway,4.35,congested,clear,24.1,20,63,11,50,4.96,1.0,3.15,101.68,3.1555,101.7361,349.32,15.29,38.81,3.92
ROUTE_00225,SCH_003,Private School C,BUS_030,DRV_044,2024-06-02,2024,6,2,6,1,summer,6,22,1,6,69.482,36,6.0,11.58,Zone_A,100.0,highway,3.68,light,cloudy,32.1,15,53,11,50,4.17,0.72,3.2,101.65,3.1773,101.7187,102.68,40.6,17.11,1.48
ROUTE_00226,SCH_002,National School B,BUS_030,DRV_020,2024-05-22,2024,5,22,2,0,spring,7,21,1,17,216.6,50,2.94,12.741,Zone_B,100.0,main_road,4.03,light,clear,24.5,7,57,6,50,2.56,1.0,3.12,101.7,3.1837,101.6885,586.15,22.17,34.48,2.71
ROUTE_00227,SCH_002,National School B,BUS_005,DRV_019,2024-09-20,2024,9,20,4,0,monsoon,7,10,1,17,248.632,50,2.94,14.625,Zone_C,100.0,highway,4.18,heavy,light_rain,30.6,4,57,13,50,3.14,1.0,3.12,101.7,3.1875,101.7043,1249.41,11.94,73.49,5.03
ROUTE_00228,SCH_003,Private School C,BUS_001,DRV_012,2024-08-18,2024,8,18,6,1,summer,6,32,1,15,196.462,50,3.33,13.097,Zone_D,100.0,residential,3.04,moderate,fog,36.3,8,48,0,50,4.56,1.0,3.2,101.65,3.1774,101.6911,1311.15,8.99,87.41,6.67
ROUTE_00229,SCH_003,Private School C,BUS_029,DRV_005,2024-11-21,2024,11,21,3,0,monsoon,6,53,1,8,119.188,50,6.25,14.899,Zone_E,100.0,main_road,4.64,moderate,heavy_rain,31.3,2,29,2,50,2.44,1.0,3.2,101.65,3.1408,101.6965,630.24,11.35,78.78,5.29
ROUTE_00230,SCH_002,National School B,BUS_029,DRV_046,2024-05-07,2024,5,7,1,0,spring,6,47,1,9,119.181,50,5.56,13.242,Zone_A,100.0,main_road,3.43,free_flow,cloudy,25.1,22,37,3,50,4.48,1.0,3.12,101.7,3.1837,101.6794,228.71,31.27,25.41,1.92
ROUTE_00231,SCH_002,National School B,BUS_006,DRV_041,2024-12-10,2024,12,10,1,0,winter,6,38,1,19,233.327,50,2.63,12.28,Zone_B,100.0,local_road,4.7,moderate,cloudy,22.5,16,56,3,50,4.75,1.0,3.12,101.7,3.1571,101.6971,1159.88,12.07,61.05,4.97
ROUTE_00232,SCH_003,Private School C,BUS_016,DRV_008,2024-11-27,2024,11,27,2,0,monsoon,6,31,1,12,91.678,50,4.17,7.64,Zone_C,100.0,local_road,4.05,congested,cloudy,32.6,19,54,2,50,4.45,1.0,3.2,101.65,3.157,101.7316,846.24,6.5,70.52,9.23
ROUTE_00233,SCH_002,National School B,BUS_024,DRV_049,2024-08-01,2024,8,1,3,0,summer,7,11,1,6,68.408,50,8.33,11.401,Zone_D,100.0,main_road,4.09,free_flow,cloudy,28.6,13,50,1,50,4.26,1.0,3.12,101.7,3.1752,101.6557,144.09,28.49,24.01,2.11
ROUTE_00234,SCH_001,International School A,BUS_013,DRV_038,2024-06-07,2024,6,7,4,0,summer,6,23,1,13,102.113,50,3.85,7.855,Zone_E,100.0,highway,3.65,light,clear,28.5,7,63,0,50,3.9,1.0,3.15,101.68,3.1726,101.7078,168.03,36.46,12.93,1.65
ROUTE_00235,SCH_001,International School A,BUS_011,DRV_005,2024-07-29,2024,7,29,0,0,summer,5,12,0,17,158.723,50,2.94,9.337,Zone_A,100.0,local_road,4.37,light,cloudy,29.9,10,55,5,50,3.55,1.0,3.15,101.68,3.163,101.7056,477.75,19.93,28.1,3.01
ROUTE_00236,SCH_001,International School A,BUS_021,DRV_026,2024-03-20,2024,3,20,2,0,spring,5,2,0,9,109.741,50,5.56,12.193,Zone_B,100.0,local_road,3.3,free_flow,clear,27.8,8,40,6,50,3.66,1.0,3.15,101.68,3.1494,101.7319,286.75,22.96,31.86,2.61
ROUTE_00237,SCH_001,International School A,BUS_001,DRV_047,2024-03-17,2024,3,17,6,1,spring,5,49,0,14,167.713,50,3.57,11.979,Zone_C,100.0,residential,3.61,light,storm,28.5,20,56,3,50,4.44,1.0,3.15,101.68,3.1596,101.7074,1056.08,9.53,75.43,6.3
ROUTE_00238,SCH_002,National School B,BUS_016,DRV_027,2024-01-18,2024,1,18,3,0,winter,5,51,0,19,203.451,50,2.63,10.708,Zone_D,100.0,highway,4.6,light,fog,25.5,4,63,3,50,2.33,1.0,3.12,101.7,3.1777,101.7189,492.48,24.79,25.92,2.42
ROUTE_00239,SCH_001,International School A,BUS_027,DRV_043,2024-02-11,2024,2,11,6,1,winter,6,5,1,8,114.489,50,6.25,14.311,Zone_E,100.0,main_road,3.42,moderate,clear,23.8,16,42,5,50,3.22,1.0,3.15,101.68,3.1909,101.7111,327.27,20.99,40.91,2.86
ROUTE_00240,SCH_003,Private School C,BUS_017,DRV_047,2024-11-28,2024,11,28,3,0,monsoon,7,35,1,17,220.095,50,2.94,12.947,Zone_A,100.0,local_road,4.19,moderate,light_rain,27.3,1,45,2,50,2.53,1.0,3.2,101.65,3.1824,101.7066,1349.92,9.78,79.41,6.13
ROUTE_00241,SCH_003,Private School C,BUS_029,DRV_010,2024-07-08,2024,7,8,0,0,summer,7,56,1,18,272.788,50,2.78,15.155,Zone_B,100.0,local_road,4.74,heavy,heavy_rain,32.3,1,48,10,50,2.12,1.0,3.2,101.65,3.1732,101.6836,2986.6,5.48,165.92,10.95
ROUTE_00242,SCH_001,International School A,BUS_030,DRV_045,2024-07-24,2024,7,24,2,0,summer,5,55,0,18,249.657,50,2.78,13.87,Zone_C,100.0,local_road,3.34,moderate,cloudy,35.6,20,47,5,50,3.63,1.0,3.15,101.68,3.1544,101.6871,1047.29,14.3,58.18,4.19
ROUTE_00243,SCH_003,Private School C,BUS_021,DRV_045,2024-01-10,2024,1,10,2,0,winter,7,51,1,13,148.413,50,3.85,11.416,Zone_D,100.0,local_road,3.61,moderate,clear,29.7,20,41,6,50,4.33,1.0,3.2,101.65,3.1719,101.736,737.89,12.07,56.76,4.97
ROUTE_00244,SCH_001,International School A,BUS_018,DRV_017,2024-04-22,2024,4,22,0,0,spring,6,34,1,13,150.304,50,3.85,11.562,Zone_E,100.0,residential,4.7,light,clear,26.7,22,52,5,50,2.65,1.0,3.15,101.68,3.1579,101.6975,615.71,14.65,47.36,4.1
ROUTE_00245,SCH_001,International School A,BUS_025,DRV_011,2024-08-25,2024,8,25,6,1,summer,5,56,0,13,175.644,50,3.85,13.511,Zone_A,100.0,main_road,3.73,free_flow,cloudy,31.7,22,45,2,50,4.12,1.0,3.15,101.68,3.1661,101.6852,252.91,41.67,19.45,1.44
ROUTE_00246,SCH_001,International School A,BUS_007,DRV_041,2024-06-21,2024,6,21,4,0,summer,7,2,1,8,149.482,50,6.25,18.685,Zone_B,100.0,main_road,4.02,moderate,clear,30.4,16,38,11,50,2.66,1.0,3.15,101.68,3.1727,101.7113,454.98,19.71,56.87,3.04
ROUTE_00247,SCH_003,Private School C,BUS_012,DRV_006,2024-03-10,2024,3,10,6,1,spring,6,6,1,12,121.869,50,4.17,10.156,Zone_C,100.0,local_road,3.1,heavy,cloudy,32.7,1,51,12,50,2.37,1.0,3.2,101.65,3.1976,101.709,986.87,7.41,82.24,8.1
ROUTE_00248,SCH_003,Private School C,BUS_022,DRV_017,2024-01-10,2024,1,10,2,0,winter,6,43,1,16,232.987,50,3.12,14.562,Zone_D,100.0,highway,2.54,heavy,cloudy,23.9,6,39,8,50,3.99,1.0,3.2,101.65,3.2008,101.6838,808.38,17.29,50.52,3.47
ROUTE_00249,SCH_001,International School A,BUS_010,DRV_043,2024-09-22,2024,9,22,6,1,monsoon,7,46,1,14,162.348,50,3.57,11.596,Zone_E,100.0,highway,2.69,light,cloudy,27.0,23,37,14,50,2.13,1.0,3.15,101.68,3.171,101.7159,286.53,34.0,20.47,1.76
ROUTE_00250,SCH_001,International School A,BUS_024,DRV_019,2024-05-15,2024,5,15,2,0,spring,7,27,1,7,86.3,49,7.0,12.329,Zone_A,100.0,local_road,4.71,free_flow,clear,30.2,11,37,0,50,4.27,0.98,3.15,101.68,3.1875,101.668,233.24,22.2,33.32,2.7
ROUTE_00251,SCH_001,International School A,BUS_010,DRV_032,2024-08-29,2024,8,29,3,0,summer,7,49,1,7,110.294,39,5.57,15.756,Zone_B,100.0,main_road,2.84,moderate,light_rain,32.7,10,49,12,50,4.23,0.78,3.15,101.68,3.1852,101.7127,446.95,14.81,63.85,4.05
ROUTE_00252,SCH_001,International School A,BUS_004,DRV_027,2024-12-05,2024,12,5,3,0,winter,7,39,1,16,194.943,50,3.12,12.184,Zone_C,100.0,local_road,4.26,moderate,light_rain,22.9,10,57,9,50,2.4,1.0,3.15,101.68,3.1568,101.6823,1428.92,8.19,89.31,7.33
ROUTE_00253,SCH_002,National School B,BUS_023,DRV_049,2024-05-15,2024,5,15,2,0,spring,6,36,1,8,116.744,50,6.25,14.593,Zone_D,100.0,main_road,3.07,heavy,clear,31.6,8,58,14,50,2.95,1.0,3.12,101.7,3.2004,101.6833,604.78,11.58,75.6,5.18
ROUTE_00254,SCH_001,International School A,BUS_007,DRV_027,2024-05-29,2024,5,29,2,0,spring,6,20,1,10,84.983,50,5.0,8.498,Zone_E,100.0,main_road,3.18,moderate,clear,24.9,11,38,13,50,2.94,1.0,3.15,101.68,3.1531,101.749,278.82,18.29,27.88,3.28
ROUTE_00255,SCH_003,Private School C,BUS_001,DRV_033,2024-10-20,2024,10,20,6,1,monsoon,7,53,1,13,145.891,50,3.85,11.222,Zone_A,100.0,highway,3.87,heavy,storm,30.3,10,25,3,50,2.65,1.0,3.2,101.65,3.1927,101.7108,693.51,12.62,53.35,4.75
ROUTE_00256,SCH_001,International School A,BUS_016,DRV_015,2024-06-12,2024,6,12,2,0,summer,6,47,1,17,201.628,50,2.94,11.86,Zone_B,100.0,highway,2.64,light,clear,37.9,20,56,11,50,2.27,1.0,3.15,101.68,3.1774,101.7059,364.0,33.24,21.41,1.81
ROUTE_00257,SCH_002,National School B,BUS_029,DRV_024,2024-01-06,2024,1,6,5,1,winter,7,37,1,14,177.115,50,3.57,12.651,Zone_C,100.0,local_road,3.69,free_flow,fog,23.3,13,28,6,50,2.09,1.0,3.12,101.7,3.1497,101.6946,803.2,13.23,57.37,4.53
ROUTE_00258,SCH_003,Private School C,BUS_020,DRV_029,2024-09-14,2024,9,14,5,1,monsoon,7,4,1,16,214.078,50,3.12,13.38,Zone_D,100.0,local_road,3.18,moderate,storm,29.7,5,43,0,50,2.86,1.0,3.2,101.65,3.17,101.6819,1947.81,6.59,121.74,9.1
ROUTE_00259,SCH_002,National School B,BUS_004,DRV_012,2024-03-16,2024,3,16,5,1,spring,6,25,1,18,200.245,50,2.78,11.125,Zone_E,100.0,local_road,3.33,moderate,cloudy,32.4,13,50,14,50,3.44,1.0,3.12,101.7,3.1767,101.6838,896.91,13.4,49.83,4.48
ROUTE_00260,SCH_001,International School A,BUS_023,DRV_006,2024-05-09,2024,5,9,3,0,spring,5,5,0,19,284.261,50,2.63,14.961,Zone_A,100.0,residential,3.1,free_flow,clear,28.7,13,64,4,50,4.16,1.0,3.15,101.68,3.1627,101.6961,847.32,20.13,44.6,2.98
ROUTE_00261,SCH_003,Private School C,BUS_018,DRV_028,2024-05-28,2024,5,28,1,0,spring,6,10,1,9,90.5,50,5.56,10.056,Zone_B,100.0,residential,2.65,congested,clear,32.5,13,48,2,50,4.76,1.0,3.2,101.65,3.1788,101.6686,790.28,6.87,87.81,8.73
ROUTE_00262,SCH_001,International School A,BUS_030,DRV_045,2024-11-25,2024,11,25,0,0,monsoon,6,28,1,11,157.133,50,4.55,14.285,Zone_C,100.0,local_road,4.72,moderate,clear,27.3,20,26,4,50,2.92,1.0,3.15,101.68,3.1863,101.678,795.88,11.85,72.35,5.07
ROUTE_00263,SCH_003,Private School C,BUS_005,DRV_019,2024-12-16,2024,12,16,0,0,winter,6,48,1,7,88.673,40,5.71,12.668,Zone_D,100.0,main_road,4.79,congested,cloudy,28.8,10,44,14,50,3.24,0.8,3.2,101.65,3.1854,101.7265,601.88,8.84,85.98,6.79
ROUTE_00264,SCH_003,Private School C,BUS_004,DRV_046,2024-06-09,2024,6,9,6,1,summer,5,35,0,17,226.811,50,2.94,13.342,Zone_E,100.0,local_road,3.05,free_flow,cloudy,35.3,19,55,14,50,4.6,1.0,3.2,101.65,3.1677,101.6889,584.6,23.28,34.39,2.58
ROUTE_00265,SCH_003,Private School C,BUS_027,DRV_050,2024-08-12,2024,8,12,0,0,summer,6,39,1,6,66.358,45,7.5,11.06,Zone_A,100.0,residential,3.66,light,clear,37.9,20,42,4,50,3.22,0.9,3.2,101.65,3.1583,101.7074,255.91,15.56,42.65,3.86
ROUTE_00266,SCH_002,National School B,BUS_017,DRV_008,2024-01-16,2024,1,16,1,0,winter,6,38,1,11,119.267,50,4.55,10.842,Zone_B,100.0,residential,3.05,heavy,clear,28.9,10,30,5,50,2.54,1.0,3.12,101.7,3.1091,101.6868,1005.37,7.12,91.4,8.43
ROUTE_00267,SCH_001,International School A,BUS_009,DRV_018,2024-04-30,2024,4,30,1,0,spring,5,25,0,8,113.712,43,5.38,14.214,Zone_C,100.0,main_road,3.37,moderate,clear,30.4,6,62,9,50,2.86,0.86,3.15,101.68,3.1737,101.7207,368.97,18.49,46.12,3.24
ROUTE_00268,SCH_002,National School B,BUS_004,DRV_003,2024-07-01,2024,7,1,0,0,summer,5,57,0,18,261.363,50,2.78,14.52,Zone_D,100.0,local_road,4.67,free_flow,heavy_rain,28.6,8,41,4,50,4.7,1.0,3.12,101.7,3.1953,101.698,1006.77,15.58,55.93,3.85
ROUTE_00269,SCH_002,National School B,BUS_006,DRV_043,2024-12-09,2024,12,9,0,0,winter,5,14,0,17,204.168,50,2.94,12.01,Zone_E,100.0,local_road,4.18,light,clear,23.5,1,38,12,50,2.21,1.0,3.12,101.7,3.1989,101.7125,776.48,15.78,45.68,3.8
ROUTE_00270,SCH_001,International School A,BUS_005,DRV_022,2024-07-17,2024,7,17,2,0,summer,6,39,1,12,104.789,50,4.17,8.732,Zone_A,100.0,local_road,3.49,moderate,clear,37.7,19,28,4,50,2.49,1.0,3.15,101.68,3.1847,101.6663,436.17,14.41,36.35,4.16
ROUTE_00271,SCH_001,International School A,BUS_015,DRV_020,2024-02-16,2024,2,16,4,0,winter,6,18,1,11,142.048,50,4.55,12.913,Zone_B,100.0,local_road,4.87,moderate,clear,27.2,5,51,9,50,4.03,1.0,3.15,101.68,3.1738,101.6871,795.04,10.72,72.28,5.6
ROUTE_00272,SCH_001,International School A,BUS_015,DRV_046,2024-12-29,2024,12,29,6,1,winter,6,15,1,7,94.039,46,6.57,13.434,Zone_C,100.0,residential,4.56,congested,clear,27.3,20,28,14,50,2.44,0.92,3.15,101.68,3.1697,101.7282,993.87,5.68,141.98,10.57
ROUTE_00273,SCH_003,Private School C,BUS_001,DRV_050,2024-02-04,2024,2,4,6,1,winter,5,17,0,8,112.39,50,6.25,14.049,Zone_D,100.0,residential,4.56,moderate,heavy_rain,25.9,4,63,0,50,3.01,1.0,3.2,101.65,3.1466,101.6935,879.91,7.66,109.99,7.83
ROUTE_00274,SCH_002,National School B,BUS_002,DRV_026,2024-02-05,2024,2,5,0,0,winter,6,58,1,14,190.604,50,3.57,13.615,Zone_E,100.0,main_road,3.07,moderate,clear,27.8,1,27,8,50,2.94,1.0,3.12,101.7,3.1681,101.6979,730.48,15.66,52.18,3.83
ROUTE_00275,SCH_002,National School B,BUS_002,DRV_020,2024-03-17,2024,3,17,6,1,spring,7,12,1,14,171.878,50,3.57,12.277,Zone_A,100.0,local_road,4.12,moderate,cloudy,28.5,3,47,9,50,2.52,1.0,3.12,101.7,3.192,101.6978,826.77,12.47,59.06,4.81
ROUTE_00276,SCH_002,National School B,BUS_027,DRV_023,2024-04-13,2024,4,13,5,1,spring,5,59,0,11,172.17,50,4.55,15.652,Zone_B,100.0,highway,4.22,heavy,heavy_rain,30.1,23,54,7,50,2.29,1.0,3.12,101.7,3.1727,101.6974,532.63,19.39,48.42,3.09
ROUTE_00277,SCH_002,National School B,BUS_010,DRV_034,2024-03-18,2024,3,18,0,0,spring,7,11,1,12,113.05,50,4.17,9.421,Zone_C,100.0,local_road,3.87,heavy,clear,30.4,18,64,3,50,4.29,1.0,3.12,101.7,3.155,101.7146,764.65,8.87,63.72,6.76
ROUTE_00278,SCH_002,National School B,BUS_010,DRV_015,2024-01-22,2024,1,22,0,0,winter,6,38,1,17,189.401,50,2.94,11.141,Zone_D,100.0,main_road,2.55,light,clear,28.5,16,57,14,50,4.17,1.0,3.12,101.7,3.1362,101.676,591.29,19.22,34.78,3.12
ROUTE_00279,SCH_003,Private School C,BUS_007,DRV_023,2024-08-24,2024,8,24,5,1,summer,6,20,1,11,114.229,50,4.55,10.384,Zone_E,100.0,highway,3.49,congested,heavy_rain,32.7,7,35,12,50,2.25,1.0,3.2,101.65,3.1832,101.688,586.25,11.69,53.3,5.13
ROUTE_00280,SCH_001,International School A,BUS_008,DRV_025,2024-06-17,2024,6,17,0,0,summer,6,50,1,19,228.587,50,2.63,12.031,Zone_A,100.0,main_road,2.89,heavy,cloudy,33.6,19,63,14,50,2.03,1.0,3.15,101.68,3.1707,101.6974,1105.81,12.4,58.2,4.84
ROUTE_00281,SCH_003,Private School C,BUS_030,DRV_030,2024-01-04,2024,1,4,3,0,winter,7,1,1,6,54.037,43,7.17,9.006,Zone_B,100.0,local_road,4.74,heavy,cloudy,28.5,17,58,4,50,2.17,0.86,3.2,101.65,3.1283,101.7148,398.21,8.14,66.37,7.37
ROUTE_00282,SCH_003,Private School C,BUS_013,DRV_003,2024-05-16,2024,5,16,3,0,spring,7,8,1,19,280.678,50,2.63,14.773,Zone_C,100.0,highway,4.15,moderate,cloudy,28.6,6,49,8,50,3.92,1.0,3.2,101.65,3.1605,101.7003,668.14,25.21,35.17,2.38
ROUTE_00283,SCH_003,Private School C,BUS_009,DRV_036,2024-08-20,2024,8,20,1,0,summer,6,56,1,9,110.575,50,5.56,12.286,Zone_D,100.0,local_road,4.59,moderate,clear,30.7,17,40,10,50,2.93,1.0,3.2,101.65,3.1857,101.6538,517.48,12.82,57.5,4.68
ROUTE_00284,SCH_001,International School A,BUS_011,DRV_015,2024-07-30,2024,7,30,1,0,summer,7,29,1,10,157.254,50,5.0,15.725,Zone_E,100.0,local_road,4.97,moderate,clear,33.5,3,32,2,50,2.94,1.0,3.15,101.68,3.1874,101.6896,723.73,13.04,72.37,4.6
ROUTE_00285,SCH_001,International School A,BUS_015,DRV_037,2024-12-08,2024,12,8,6,1,winter,6,43,1,5,48.103,25,5.0,9.621,Zone_A,100.0,main_road,3.59,free_flow,cloudy,26.4,10,58,10,50,4.98,0.5,3.15,101.68,3.1623,101.6929,112.08,25.75,22.42,2.33
ROUTE_00286,SCH_002,National School B,BUS_019,DRV_034,2024-03-16,2024,3,16,5,1,spring,6,25,1,17,274.783,50,2.94,16.164,Zone_B,100.0,highway,3.04,moderate,clear,31.4,10,27,1,50,3.79,1.0,3.12,101.7,3.1685,101.7249,483.23,34.12,28.43,1.76
ROUTE_00287,SCH_003,Private School C,BUS_011,DRV_030,2024-07-13,2024,7,13,5,1,summer,7,46,1,11,98.056,50,4.55,8.914,Zone_C,100.0,local_road,4.62,moderate,clear,37.6,21,42,13,50,3.12,1.0,3.2,101.65,3.116,101.7392,452.83,12.99,41.17,4.62
ROUTE_00288,SCH_002,National School B,BUS_026,DRV_038,2024-12-22,2024,12,22,6,1,winter,6,14,1,14,173.986,50,3.57,12.428,Zone_D,100.0,residential,4.98,heavy,cloudy,22.8,21,48,8,50,3.18,1.0,3.12,101.7,3.1617,101.6861,1399.62,7.46,99.97,8.04
ROUTE_00289,SCH_001,International School A,BUS_024,DRV_031,2024-03-07,2024,3,7,3,0,spring,7,27,1,7,78.833,50,7.14,11.262,Zone_E,100.0,main_road,4.86,moderate,clear,24.1,19,27,13,50,2.23,1.0,3.15,101.68,3.1618,101.6774,242.85,19.48,34.69,3.08
ROUTE_00290,SCH_001,International School A,BUS_007,DRV_039,2024-07-02,2024,7,2,1,0,summer,6,13,1,6,54.141,45,7.5,9.023,Zone_A,100.0,highway,3.04,moderate,clear,32.4,20,38,3,50,2.46,0.9,3.15,101.68,3.1893,101.7,117.22,27.71,19.54,2.17
ROUTE_00291,SCH_001,International School A,BUS_001,DRV_049,2024-05-24,2024,5,24,4,0,spring,7,36,1,7,81.985,44,6.29,11.712,Zone_B,100.0,local_road,4.04,heavy,cloudy,29.9,23,43,0,50,4.62,0.88,3.15,101.68,3.1164,101.6978,470.41,10.46,67.2,5.74
ROUTE_00292,SCH_001,International School A,BUS_028,DRV_004,2024-01-28,2024,1,28,6,1,winter,5,46,0,11,100.908,50,4.55,9.173,Zone_C,100.0,main_road,4.43,moderate,clear,22.2,23,53,10,50,2.61,1.0,3.15,101.68,3.1736,101.6832,292.43,20.7,26.58,2.9
ROUTE_00293,SCH_003,Private School C,BUS_027,DRV_031,2024-11-23,2024,11,23,5,1,monsoon,6,30,1,15,208.364,50,3.33,13.891,Zone_D,100.0,main_road,4.36,heavy,clear,25.1,17,26,4,50,2.34,1.0,3.2,101.65,3.1607,101.7121,870.27,14.37,58.02,4.18
ROUTE_00294,SCH_002,National School B,BUS_005,DRV_045,2024-09-30,2024,9,30,0,0,monsoon,6,0,1,8,74.607,50,6.25,9.326,Zone_E,100.0,local_road,4.26,heavy,heavy_rain,26.4,4,60,2,50,4.81,1.0,3.12,101.7,3.1563,101.7181,834.99,5.36,104.37,11.19
ROUTE_00295,SCH_001,International School A,BUS_014,DRV_038,2024-05-08,2024,5,8,2,0,spring,5,46,0,13,205.936,50,3.85,15.841,Zone_A,100.0,residential,2.85,light,clear,24.7,1,50,13,50,3.03,1.0,3.15,101.68,3.1949,101.6868,855.79,14.44,65.83,4.16
ROUTE_00296,SCH_002,National School B,BUS_025,DRV_019,2024-08-27,2024,8,27,1,0,summer,6,25,1,16,215.439,50,3.12,13.465,Zone_B,100.0,main_road,4.19,heavy,clear,33.2,24,50,12,50,4.43,1.0,3.12,101.7,3.1348,101.7037,907.94,14.24,56.75,4.21
ROUTE_00297,SCH_001,International School A,BUS_029,DRV_030,2024-01-12,2024,1,12,4,0,winter,7,16,1,7,64.685,39,5.57,9.241,Zone_C,100.0,main_road,4.09,heavy,light_rain,26.3,24,27,9,50,4.17,0.78,3.15,101.68,3.1208,101.7072,388.71,9.98,55.53,6.01
ROUTE_00298,SCH_002,National School B,BUS_023,DRV_024,2024-06-20,2024,6,20,3,0,summer,6,36,1,11,111.195,50,4.55,10.109,Zone_D,100.0,local_road,3.15,free_flow,clear,32.3,20,31,11,50,4.76,1.0,3.12,101.7,3.191,101.7229,361.96,18.43,32.91,3.26
ROUTE_00299,SCH_002,National School B,BUS_012,DRV_028,2024-04-19,2024,4,19,4,0,spring,7,27,1,5,53.75,37,7.4,10.75,Zone_E,100.0,local_road,4.24,congested,cloudy,27.2,21,64,3,50,2.01,0.74,3.12,101.7,3.1149,101.6495,435.82,7.4,87.16,8.11
ROUTE_00300,SCH_001,International School A,BUS_004,DRV_034,2024-09-14,2024,9,14,5,1,monsoon,5,38,0,18,206.298,50,2.78,11.461,Zone_A,100.0,residential,4.57,light,storm,29.5,3,56,7,50,4.97,1.0,3.15,101.68,3.1955,101.7248,1448.26,8.55,80.46,7.02
ROUTE_00301,SCH_001,International School A,BUS_001,DRV_021,2024-01-03,2024,1,3,2,0,winter,6,7,1,9,164.037,50,5.56,18.226,Zone_B,100.0,residential,4.75,free_flow,cloudy,28.3,5,58,12,50,2.89,1.0,3.15,101.68,3.1781,101.7079,869.73,11.32,96.64,5.3
ROUTE_00302,SCH_002,National School B,BUS_017,DRV_024,2024-03-14,2024,3,14,3,0,spring,6,32,1,14,175.978,50,3.57,12.57,Zone_C,100.0,local_road,4.66,heavy,clear,24.8,10,62,7,50,4.64,1.0,3.12,101.7,3.2038,101.6965,1260.31,8.38,90.02,7.16
ROUTE_00303,SCH_003,Private School C,BUS_025,DRV_023,2024-12-12,2024,12,12,3,0,winter,7,25,1,16,197.061,50,3.12,12.316,Zone_D,100.0,highway,3.57,moderate,light_rain,25.3,17,25,14,50,2.27,1.0,3.2,101.65,3.1495,101.6927,579.75,20.39,36.23,2.94
ROUTE_00304,SCH_001,International School A,BUS_022,DRV_049,2024-11-18,2024,11,18,0,0,monsoon,6,52,1,14,152.777,50,3.57,10.913,Zone_E,100.0,local_road,4.35,moderate,cloudy,32.2,20,58,12,50,4.5,1.0,3.15,101.68,3.186,101.7077,820.56,11.17,58.61,5.37
ROUTE_00305,SCH_001,International School A,BUS_002,DRV_017,2024-09-02,2024,9,2,0,0,monsoon,7,43,1,9,99.155,50,5.56,11.017,Zone_A,100.0,local_road,3.62,moderate,clear,25.4,24,33,3,50,2.31,1.0,3.15,101.68,3.1969,101.6751,447.78,13.29,49.75,4.52
ROUTE_00306,SCH_003,Private School C,BUS_020,DRV_035,2024-07-20,2024,7,20,5,1,summer,7,29,1,11,127.614,50,4.55,11.601,Zone_B,100.0,main_road,4.98,heavy,cloudy,30.1,24,43,9,50,4.8,1.0,3.2,101.65,3.1544,101.7155,492.12,15.56,44.74,3.86
ROUTE_00307,SCH_003,Private School C,BUS_006,DRV_042,2024-07-27,2024,7,27,5,1,summer,5,45,0,7,64.832,50,7.14,9.262,Zone_C,100.0,residential,4.11,light,cloudy,34.0,21,45,5,50,3.63,1.0,3.2,101.65,3.1765,101.6547,228.53,17.02,32.65,3.52
ROUTE_00308,SCH_001,International School A,BUS_025,DRV_015,2024-10-05,2024,10,5,5,1,monsoon,6,25,1,18,214.441,50,2.78,11.913,Zone_D,100.0,main_road,4.33,heavy,heavy_rain,32.8,14,35,12,50,4.92,1.0,3.15,101.68,3.1654,101.687,1382.87,9.3,76.83,6.45
